id,type,category,documents,question,expected_answer,key_points,min_required_points,answerable
Q011,simple,factual_evidence,06_foundation_models_bommasani_2021.pdf,"Secondo Bommasani et al., quali sono le due proprietà chiave che definiscono un 'foundation model' e lo distinguono da un modello tradizionale?","Un foundation model è definito da: (1) è addestrato su dati vasti e generali (broad data) spesso con self-supervision, (2) può essere adattato/trasferito a molti downstream task diversi (transfer learning), spesso con solo fine-tuning o prompt engineering.",Addestrato su dati vasti e generali con self-supervision;Adattabile a molti downstream task con transfer learning,2,True
Q012,simple,factual_evidence,07_ragas_es_2023.pdf,Quali sono le quattro metriche principali proposte da Ragas e cosa misura ciascuna sinteticamente?,"Faithfulness (coerenza fattuale tra risposta e contesto recuperato), Answer Relevancy (pertinenza della risposta rispetto alla domanda), Context Precision (quanto i chunk recuperati sono rilevanti per la domanda), Context Recall (quanto i chunk recuperati coprono le informazioni necessarie per rispondere).",Faithfulness: coerenza fattuale risposta-contesto;Answer Relevancy: pertinenza risposta-domanda;Context Precision: rilevanza chunk recuperati;Context Recall: copertura informativa chunk recuperati,2,True
Q013,simple,factual_evidence,08_crag_yang_2024.pdf,Quali sono i cinque domini specifici del benchmark CRAG? Con quale criterio sono stati scelti?,"I cinque domini sono: finance, music, movies, sports, e open. Sono stati scelti per rappresentare aree con diversa volatilità della conoscenza: alcuni domini hanno conoscenza stabile (sports, movies) mentre altri cambiano rapidamente (finance).","Finance, Music, Movies, Sports, Open;Diversa volatilità della conoscenza tra domini;Knowledge stability varia tra domini",2,True
Q014,simple,factual_evidence,08_crag_yang_2024.pdf,Come sono suddivise le 4.409 domande di CRAG in base alla difficoltà e quali sono i criteri di questa suddivisione?,"Le domande sono suddivise in tre livelli di difficoltà: simple, easy, hard. La classificazione tiene conto della complessità della risposta e della facilità con cui può essere recuperata da fonti web.",Simple: risposta breve e diretta;Easy: risposta leggermente più complessa;Hard: domande che richiedono sintesi o multi-fonte,2,True
Q015,simple,factual_evidence,09_helm_liang_2022.pdf,Quali sono le 7 metriche di valutazione usate da HELM e come si raggruppano in categorie?,"Le 7 metriche HELM sono: Accuracy, Calibration, Robustness, Fairness, Bias, Toxicity, Efficiency. Si raggruppano in: metriche di performance (Accuracy), metriche di affidabilità (Calibration, Robustness), metriche di equità (Fairness, Bias), metriche di sicurezza (Toxicity) e metriche di efficienza (Efficiency).","Accuracy, Calibration, Robustness;Fairness, Bias, Toxicity;Efficiency",4,True
Q016,local_reasoning,same_document,01_rag_original_lewis_2020.pdf,"In RAG, descrivi come vengono integrate la memoria parametrica e la memoria non-parametrica durante la generazione di una risposta. Qual è il ruolo del retriever e quale del generatore?","Il retriever (DPR) codifica la domanda e recupera i top-k documenti dalla memoria non-parametrica (Wikipedia indicizzata). La memoria parametrica (BART) riceve sia la domanda sia i documenti recuperati e genera la risposta. In RAG-Sequence, un singolo documento condiziona l'intera sequenza. In RAG-Token, ogni token puo' essere condizionato da documenti diversi. Il gradiente fluisce attraverso entrambi i componenti durante il fine-tuning.",Retriever DPR recupera top-k documenti da Wikipedia;Generatore BART usa documenti recuperati + domanda;RAG-Sequence vs RAG-Token;Fine-tuning end-to-end,3,True
Q017,local_reasoning,same_document,02_self_rag_asai_2023.pdf,Descrivi come Self-RAG utilizza i retrieval token e i critique token per controllare il processo di generazione. In che ordine vengono generati e come influenzano la decisione finale?,"Self-RAG prima decide se recuperare documenti tramite il retrieval token. Se decide di non recuperare, genera direttamente. Se decide di recuperare, recupera documenti e poi genera critique token (IsRel, IsSupport, IsUse) per valutare ogni documento. I critique token guidano la selezione dei documenti migliori e la generazione finale. Il modello di critica è addestrato su dati annotati automaticamente.","Retrieval token decide se recuperare;Critique tokens valutano rilevanza, supporto, utilità;Selezione documenti basata su critica;Addestramento del critique model su dati annotati",3,True
Q018,local_reasoning,same_document,02_self_rag_asai_2023.pdf,Quali risultati emergono dagli ablation study di Self-RAG riguardo l'impatto del critique model sulla qualità della generazione? Cosa succede se si rimuove la critica?,"Gli ablation study mostrano che rimuovere il critique model degrada significativamente la qualità: diminuisce la factuality (piu' allucinazioni), peggiora la precisione delle citazioni, e riduce la capacità di rifiutare documenti irrilevanti. Il critique model è particolarmente importante per domande ambigue o con documenti parzialmente rilevanti.",Rimozione critica degrada factuality;Peggiora precisione citazioni;Riduce capacità di rifiutare documenti irrilevanti;Critico per domande ambigue,3,True
Q019,local_reasoning,same_document,03_attention_transformer_vaswani_2017.pdf,Spiega come funziona il meccanismo di scaled dot-product attention nel Transformer e come viene esteso alla multi-head attention. Qual è il ruolo del fattore di scala?,"La scaled dot-product attention calcola Attention(Q,K,V) = softmax(QK^T / sqrt(d_k)) V. Il fattore di scala 1/sqrt(d_k) evita che i prodotti scalari crescano troppo in modulo con l'aumentare di d_k, prevenendo gradienti molto piccoli nella softmax. La multi-head attention esegue h attention in parallelo su proiezioni lineari diverse di Q, K, V, concatenando i risultati.",Formula: softmax(QK^T / sqrt(d_k)) V;Fattore di scala previene gradienti piccoli;Multi-head: h attention in parallelo su proiezioni diverse;Concatena risultati delle teste,3,True
Q020,local_reasoning,same_document,04_yolov7_wang_2022.pdf,Qual è il contributo specifico della 'planned re-parameterization' in YOLOv7 rispetto ai metodi di re-parameterization precedenti? Come differisce tra training e inference?,"La planned re-parameterization di YOLOv7 permette di sostituire un modulo in training con un modulo equivalente in inference senza perdita di accuratezza. A differenza dei metodi precedenti (che applicano re-parameterization a moduli singoli), YOLOv7 la pianifica a livello di intero blocco architetturale con il coarse-to-fine auxiliary head, ottimizzando sia il lead head che l'auxiliary head con obiettivi diversi.",Sostituzione modulo training con equivalente inference;A livello di intero blocco architetturale;Coarse-to-fine: lead head + auxiliary head;Obiettivi diversi per lead e auxiliary head,3,True
Q021,local_reasoning,same_document,05_llm_evaluation_survey_chang_2023.pdf,Il survey discute i compromessi tra valutazione automatica e valutazione umana. Quali sono i principali vantaggi e limiti di ciascun approccio secondo gli autori?,"Valutazione automatica (BLEU, ROUGE, BERTScore): vantaggi di scalabilita' e riproducibilita', ma limiti nella cattura di sfumature semantiche e nella correlazione con il giudizio umano. Valutazione umana: piu' accurata per qualita' percepita e safety, ma costosa, lenta e poco riproducibile. LLM-as-judge emerge come compromesso intermedio ma con rischi di bias verso certi stili di risposta.","Automatica: scalabile, riproducibile, ma limitata semanticamente;Umana: accurata, costosa, lenta, poco riproducibile;LLM-as-judge: compromesso con rischi di bias;Correlazione automatico-umano non sempre alta",3,True
Q022,local_reasoning,same_document,06_foundation_models_bommasani_2021.pdf,"Quali sono i rischi principali associati ai foundation models secondo il report di Bommasani et al., e quali strategie di mitigazione vengono proposte per ciascuno?","I rischi principali includono: bias e discriminazione (mitigazione: dataset curation, debiasing techniques), disinformazione e misuse (mitigazione: watermarking, controlli di accesso), impatto ambientale (mitigazione: modelli piu' efficienti, carbon accounting), concentrazione di potere (mitigazione: open-source, democratizzazione dell'accesso), allineamento e safety (mitigazione: RLHF, alignment research).","Bias/discriminazione: dataset curation, debiasing;Disinformazione/misuse: watermarking, access control;Impatto ambientale: modelli efficienti, carbon accounting;Concentrazione potere: open-source, democratizzazione;Allineamento/safety: RLHF, alignment research",3,True
Q023,local_reasoning,same_document,07_ragas_es_2023.pdf,Come vengono calcolate faithfulness e answer relevancy in Ragas? Perché queste metriche non richiedono ground truth?,"Faithfulness: si estraggono affermazioni dalla risposta generata e si verifica se ciascuna e' supportata dal contesto recuperato. Answer relevancy: si calcola la similarita' tra domanda e risposta generata, eventualmente generando domande sintetiche dalla risposta e confrontandole con la domanda originale. Non richiedono ground truth perche' usano il contesto recuperato (faithfulness) o la relazione domanda-risposta (answer relevancy) come riferimento.",Faithfulness: verifica affermazioni nel contesto;Answer Relevancy: similarita' domanda-risposta;Nessuna ground truth necessaria;Usano contesto recuperato e relazione domanda-risposta,3,True
Q024,local_reasoning,same_document,08_crag_yang_2024.pdf,CRAG analizza la degradazione della retrieval quality. Quali tipi di domande soffrono piu' di questo fenomeno e quali sono le cause principali identificate?,"Le domande 'hard' soffrono maggiormente di degradazione del retrieval, specialmente quelle in domini a conoscenza volatile (finance) e quelle che richiedono sintesi tra piu' fonti. La causa principale e' che i retriever standard faticano a trovare documenti pertinenti per domande complesse o che richiedono conoscenza aggiornata. Domande simple ed easy in domini stabili (sports, movies) hanno degradazione minima.",Domande 'hard' soffrono piu' degradazione;Domini volatili (finance) peggiori;Domande multi-fonte difficili per retriever standard;Domande simple/stabili hanno degradazione minima,3,True
Q025,local_reasoning,same_document,09_helm_liang_2022.pdf,HELM valuta 7 metriche su 42 scenari. Quali metriche tendono a essere correlate tra loro e quali misurano aspetti ortogonali (indipendenti) della qualita' di un modello?,"Accuracy e Calibration tendono a essere correlate: modelli piu' accurati sono spesso meglio calibrati. Robustness mostra correlazione moderata con Accuracy. Bias, Toxicity e Fairness sono metriche ortogonali: un modello accurato puo' essere biased o tossico. Efficiency e' indipendente dalle altre: un modello piccolo ed efficiente puo' essere poco accurato ma poco biased. Questa ortogonalita' e' la ragione principale per cui HELM adotta un approccio olistico.","Accuracy e Calibration correlate;Robustness moderatamente correlata con Accuracy;Bias, Toxicity, Fairness ortogonali a performance;Efficiency indipendente da tutte;Ortogonalita' giustifica approccio olistico",3,True
Q026,multi_document,comparison,01_rag_original_lewis_2020.pdf;02_self_rag_asai_2023.pdf,Confronta i meccanismi di retrieval in RAG originale e Self-RAG. Quali limitazioni del retrieval fisso di RAG vengono affrontate da Self-RAG?,"RAG originale usa un retrieval fisso: recupera sempre k documenti per ogni domanda, senza valutare se siano necessari o utili. Self-RAG introduce un retrieval adattivo: tramite il retrieval token, decide se recuperare o meno per ogni step di generazione. Inoltre, Self-RAG critica i documenti recuperati prima di usarli. Questo permette di risparmiare risorse quando la conoscenza parametrica e' sufficiente e di evitare rumore da documenti irrilevanti.","RAG: retrieval fisso, sempre k documenti;Self-RAG: retrieval adattivo con decisione;Self-RAG critica documenti recuperati;Risparmio risorse con conoscenza parametrica;Riduzione rumore da documenti irrilevanti",3,True
Q027,multi_document,comparison,07_ragas_es_2023.pdf;09_helm_liang_2022.pdf,Quali sono le principali differenze metodologiche tra l'approccio di valutazione di Ragas (focalizzato su pipeline RAG) e quello di HELM (olistico)?,"Ragas e' specializzato per valutare pipeline RAG: misura faithfulness, answer relevancy, context precision e context recall usando il contesto recuperato come riferimento, senza ground truth. HELM e' un framework olistico per modelli linguistici: valuta 7 metriche (accuracy, calibration, robustness, fairness, bias, toxicity, efficiency) su 42 scenari, richiedendo dataset annotati. Ragas valuta la qualita' del retrieval e della generazione congiunta; HELM valuta il modello in isolamento.","Ragas: specializzato pipeline RAG, senza ground truth;HELM: olistico, 7 metriche, 42 scenari, richiede dataset;Ragas valuta retrieval + generazione congiunta;HELM valuta il modello in isolamento",3,True
Q028,multi_document,comparison,01_rag_original_lewis_2020.pdf;08_crag_yang_2024.pdf,Cosa distingue il dataset CRAG dalle domande e dal setting sperimentale usati nel paper RAG originale?,"RAG originale usa domande da Knowledge-Intensive NLP tasks (come Open-Domain QA) con risposte Wikipedia-centriche, valutando con metriche standard (F1, Exact Match). CRAG e' specificamente progettato per valutare sistemi RAG real-world: 4.409 domande in 5 domini (finance, music, movies, sports, open) con 3 livelli di difficolta'. CRAG analizza esplicitamente la degradazione del retrieval e come questa impatta la qualita' finale, cosa non approfondita in RAG originale.","RAG: domande KI-NLP, Wikipedia, F1/EM;CRAG: 4.409 domande, 5 domini, 3 difficolta';CRAG analizza degradazione retrieval;CRAG: setting realistico multi-dominio",3,True
Q029,multi_document,comparison,02_self_rag_asai_2023.pdf;08_crag_yang_2024.pdf,In che modo Self-RAG e CRAG affrontano il problema della factuality (accuratezza fattuale) nelle risposte generate? I loro approcci sono complementari o alternativi?,"Self-RAG affronta la factuality a livello di architettura del generatore: introduce critique token che verificano se il documento supporta la risposta (IsSupport), permettendo al modello di autovalutarsi. CRAG affronta la factuality a livello di benchmark: valuta quanto i sistemi RAG producono risposte fattuali in setting realistici, misurando degradazione. Sono complementari: Self-RAG fornisce un meccanismo per migliorare la factuality, CRAG fornisce un modo per misurarla. Self-RAG e' una soluzione; CRAG e' una valutazione.",Self-RAG: soluzione architetturale (critique token per factuality);CRAG: benchmark per misurare factuality in sistemi RAG;Complementari: soluzione + valutazione;Self-RAG potrebbe essere valutato con CRAG,3,True
Q030,multi_document,comparison,03_attention_transformer_vaswani_2017.pdf;06_foundation_models_bommasani_2021.pdf,"Quali elementi architetturali del Transformer (Vaswani et al., 2017) vengono ereditati dai foundation models moderni discussi in Bommasani et al., 2021, e quali innovazioni introducono questi ultimi?","Elementi ereditati: architettura encoder-decoder o decoder-only con self-attention, multi-head attention, positional encoding, layer normalization, residual connections, feed-forward networks. Innovazioni dei foundation models: scaling a miliardi di parametri, training self-supervised su dati massivi (web-scale), tecniche di efficient attention (sparse attention), mixture of experts, tecniche di adattamento (fine-tuning, prompt engineering, RLHF), e capacita' emergenti non presenti nei Transformer originali.","Ereditati: self-attention, multi-head, positional encoding, layer norm, residual;Innovazioni: scaling, self-supervision su web-scale;Efficient attention, MoE;Adattamento: fine-tuning, prompt engineering, RLHF;Capacita' emergenti",3,True
Q031,multi_document,comparison,05_llm_evaluation_survey_chang_2023.pdf;09_helm_liang_2022.pdf,Quali metriche di valutazione sono comuni tra l'LLM Evaluation Survey (Chang et al.) e HELM (Liang et al.)? Quali sono invece specifiche di ciascuno?,"Metriche comuni: accuracy, robustness, bias, fairness sono presenti in entrambi. Specifiche di HELM: calibration, toxicity, efficiency sono metriche formali con definizione operativa chiara. Specifiche del survey: valutazione della qualita' della generazione (coerenza, fluency), metodi di valutazione umana, LLM-as-judge, e metriche per task specifici (coding, matematica). HELM e' piu' standardizzato; il survey e' piu' descrittivo e copre meta-valutazione.","Comuni: accuracy, robustness, bias, fairness;Specifiche HELM: calibration, toxicity, efficiency;Specifiche survey: fluency, coerenza, valutazione umana, LLM-as-judge;HELM standardizzato, survey descrittivo",3,True
Q032,multi_document,comparison,06_foundation_models_bommasani_2021.pdf;05_llm_evaluation_survey_chang_2023.pdf,Come vengono trattati i temi di bias e fairness nel report dei foundation models (Bommasani) rispetto al survey sulla valutazione LLM (Chang)?,"Bommasani tratta bias e fairness come rischi sistemici dei foundation models: derivano dai dati di training, si amplificano con lo scaling, e hanno implicazioni sociali. Propone mitigazioni a livello di dataset, modello e deploy. Chang tratta bias e fairness come dimensioni di valutazione: descrive benchmark e metriche per misurarli (come BBQ, WinoBias), con un focus sulla valutazione piuttosto che sulle cause. Bommasani e' piu' orientato alle cause e soluzioni; Chang e' piu' orientato alla misurazione.","Bommasani: rischi sistemici, cause nei dati, amplificazione con scaling;Bommasani: mitigazioni a livello dataset-modello-deploy;Chang: dimensioni di valutazione, benchmark e metriche;Bommasani: cause/soluzioni; Chang: misurazione",3,True
Q033,multi_document,comparison,07_ragas_es_2023.pdf;02_self_rag_asai_2023.pdf,Sia Ragas che Self-RAG si occupano di faithfulness/factuality. In che modo i due approcci differiscono fondamentalmente?,"Self-RAG affronta la faithfulness a monte: incorpora un meccanismo di critica direttamente nel modello generativo, permettendo di selezionare documenti e autovalutare la risposta durante la generazione. Ragas affronta la faithfulness a valle: fornisce metriche per valutare la risposta gia' generata confrontandola con il contesto recuperato. Self-RAG e' un approccio preventivo (modifica il generatore); Ragas e' un approccio valutativo (misura la qualita' senza modificare il sistema). Sono ortogonali: un sistema Self-RAG puo' essere valutato con Ragas.","Self-RAG: preventivo, modifica il generatore con critica interna;Ragas: valutativo, misura dopo la generazione;Self-RAG: a monte (durante generazione);Ragas: a valle (dopo generazione);Ortogonali e complementari",3,True
Q034,multi_document,comparison,04_yolov7_wang_2022.pdf;03_attention_transformer_vaswani_2017.pdf,Entrambi i paper (YOLOv7 e Transformer) usano residual connections. Confronta il ruolo e l'implementazione delle residual connections nei due modelli.,"Nel Transformer, le residual connections sono usate intorno a ogni sotto-strato (self-attention e FFN) seguite da layer normalization: output = LayerNorm(x + Sublayer(x)). Servono a facilitare il gradiente flow in reti profonde. In YOLOv7, le residual connections sono integrate nell'architettura E-ELAN per permettere gradient flow attraverso blocchi convolutivi, con scopo simile ma implementate come connessioni a livello di canale (concatenazione invece di somma in alcuni blocchi). Entrambe servono a combattere la degradazione in reti profonde.",Transformer: somma + LayerNorm dopo ogni sotto-strato;Facilitano backpropagation in sequenze lunghe;YOLOv7: connessioni in E-ELAN a livello di canale;Concatenazione invece di somma in alcuni blocchi;Entrambi combattono degradazione in reti profonde,3,True
Q035,multi_document,comparison,01_rag_original_lewis_2020.pdf;02_self_rag_asai_2023.pdf;08_crag_yang_2024.pdf,"Quali sono le differenze nel concetto di 'retrieval' tra RAG originale, Self-RAG e CRAG? Ciascuno lo tratta come componente, come meccanismo o come oggetto di valutazione?",RAG originale tratta il retrieval come componente architetturale: il retriever DPR e' parte integrante del modello e viene fine-tuned end-to-end. Self-RAG tratta il retrieval come meccanismo adattivo: decide quando recuperare e critica i documenti. CRAG tratta il retrieval come oggetto di valutazione: misura quanto la qualita' del retrieval degrada in contesti realistici e come questo impatta la risposta finale. Riflettono tre prospettive diverse: RAG = componente; Self-RAG = meccanismo di controllo; CRAG = oggetto di misura.,RAG: componente architetturale integrato;Self-RAG: meccanismo adattivo con decisione;CRAG: oggetto di valutazione e misura;RAG: fine-tuning end-to-end del retriever;Self-RAG: critica documenti dopo retrieval;CRAG: misura degradazione retrieval,3,True
Q036,table_extraction,table_metric,03_attention_transformer_vaswani_2017.pdf,"Nella tabella dei risultati BLEU sul WMT 2014 EN-DE, quale configurazione del Transformer ottiene il punteggio BLEU piu' alto e quanto vale?","Il Transformer big (con d_model=1024, 16 heads) ottiene il punteggio BLEU piu' alto sul WMT 2014 EN-DE con 28.4 BLEU.","Transformer big (d_model=1024, 16 heads);28.4 BLEU",2,True
Q037,table_extraction,table_metric,04_yolov7_wang_2022.pdf,"Nella tabella comparativa su MS COCO, quale AP (Average Precision) ottiene YOLOv7 rispetto ai modelli precedenti della famiglia YOLO?","YOLOv7 raggiunge 51.4% AP su MS COCO val, superando YOLOR (52.4% AP ma piu' parametri) e YOLOv5, YOLOX con un buon compromesso AP/FPS. Il paper enfatizza AP come miglioramento netto rispetto alla stessa categoria di modelli.",51.4% AP su MS COCO val;Supera YOLOv5 e YOLOX in AP;Miglior compromesso AP/FPS,2,True
Q038,table_extraction,table_metric,09_helm_liang_2022.pdf,"Secondo la tabella riassuntiva di HELM, quali modelli ottengono i migliori punteggi medi attraverso le 7 metriche e quali sono i trade-off principali evidenziati?","Modelli come GPT-3 e InstructGPT ottengono i punteggi migliori in accuracy e calibration, mentre modelli piu' piccoli (OPT, BLOOM) ottengono punteggi migliori in bias e toxicity. Il trade-off principale e': modelli grandi sono piu' accurati ma anche piu' biased e tossici. I modelli open-source tendono a essere migliori in fairness ma peggiori in accuracy.","GPT-3/InstructGPT: migliori in accuracy e calibration;Modelli piccoli: migliori in bias e toxicity;Trade-off: accuratezza vs bias/toxicity;Modelli open-source: migliori fairness, peggiori accuracy",3,True
Q039,table_extraction,table_metric,02_self_rag_asai_2023.pdf,"Nelle tabelle di ablation di Self-RAG, quale componente ha l'impatto maggiore sulla qualita' finale della generazione?","Il critique model (i token IsRel, IsSupport, IsUse) ha l'impatto maggiore. Rimuovere la critica causa il calo piu' significativo in termini di factuality, precisione delle citazioni e qualita' percepita. L'ablation mostra anche che il retrieval adattivo (retrieval token) contribuisce in modo significativo ma minore rispetto alla critica.",Critique model: impatto maggiore;Rimozione critica: calo significativo in factuality;Retrieval token: contributo importante ma minore,2,True
Q040,table_extraction,table_metric,08_crag_yang_2024.pdf,"Nella tabella dei risultati per dominio di CRAG, in quali domini la retrieval quality degrada maggiormente e in quali e' piu' stabile?",La retrieval quality degrada maggiormente nel dominio finance (alta volatilita' della conoscenza) e in open (domande generiche). E' piu' stabile in movies e sports (conoscenza stabile). Music e' intermedio. Questo conferma che la volatilita' della conoscenza nel dominio e' un fattore chiave per la robustezza del retrieval.,Finance e Open: degradazione maggiore;Movies e Sports: retrieval piu' stabile;Music: intermedio;Volatilita' conoscenza = fattore chiave,3,True
Q041,negative,true_absence,02_self_rag_asai_2023.pdf,Quanto e' costato addestrare Self-RAG in termini di budget di calcolo (GPU-hours o costi stimati)?,Il paper Self-RAG non riporta il budget di calcolo specifico per l'addestramento.,Non presente nel documento,1,False
Q042,negative,true_absence,01_rag_original_lewis_2020.pdf,"Quale framework di deep learning (PyTorch, TensorFlow, JAX) e' stato usato per implementare gli esperimenti del paper RAG?",Il paper RAG originale non specifica il framework di deep learning utilizzato per gli esperimenti.,Non presente nel documento,1,False
Q043,negative,false_premise,01_rag_original_lewis_2020.pdf,"In RAG, quale dataset specifico (oltre a Wikipedia) e' stato usato per il fine-tuning del modello generativo BART?",La premessa e' falsa: RAG usa Wikipedia come memoria non-parametrica e non menziona un dataset di fine-tuning separato per BART oltre ai dataset dei task downstream (come Open-Domain QA).,Nessun dataset di fine-tuning separato oltre Wikipedia;Wikipedia usata come memoria non-parametrica;Task downstream (ODQA) per valutazione,1,False
Q044,negative,true_absence,09_helm_liang_2022.pdf,Quale GPU e' stata usata per eseguire la valutazione HELM sui modelli?,Il paper HELM non specifica il tipo di GPU utilizzato per la valutazione.,Non presente nel documento,1,False
Q045,negative,false_premise,01_rag_original_lewis_2020.pdf,Il paper RAG originale menziona 12 autori nel paper. Quanti sono esattamente?,La premessa e' falsa: il paper RAG originale non ha 12 autori. Il numero esatto non e' rilevante per la domanda; il sistema deve riconoscere che la premessa numerica e' falsa o non verificabile nel contesto.,Premessa falsa: 12 autori non corrisponde al paper,1,False
Q046,negative,out_of_domain,10_tree_of_thoughts_yao_2023_negative_control.pdf,Tree of Thoughts propone un metodo specifico per migliorare il retrieval in sistemi RAG?,"No. Tree of Thoughts (Yao et al., 2023) non e' un paper su RAG e non propone metodi di retrieval. ToT e' un framework per problem solving con LLM che usa esplorazione ad albero (BFS/DFS) per task come Game of 24 e crossword.","ToT non e' un paper RAG;ToT tratta problem solving, non retrieval;Usa BFS/DFS per esplorazione",2,False
Q047,negative,true_absence,03_attention_transformer_vaswani_2017.pdf,"Nel paper Transformer, quale learning rate costante viene usato per tutto il training?",Il paper Transformer non usa un learning rate costante. Descrive una learning rate schedule con warmup (increase lineare per i primi step) seguita da decay proporzionale a 1/sqrt(step_num). Non esiste un singolo learning rate costante.,Nessun learning rate costante;Schedule con warmup + decay 1/sqrt(step),2,True
Q048,negative,false_premise,09_helm_liang_2022.pdf,"In HELM, quale modello ha ottenuto il punteggio massimo assoluto (5/5) in tutte le 7 metriche?",La premessa e' falsa: nessun modello ottiene il punteggio massimo in tutte le 7 metriche HELM. L'intero punto del framework e' mostrare i trade-off tra metriche: modelli grandi eccellono in accuracy ma sono peggiori in bias e toxicity.,Nessun modello ottiene massimo in tutte le metriche;HELM dimostra trade-off tra metriche,2,False
Q049,negative,true_absence,08_crag_yang_2024.pdf,Quali sono i nomi dei revisori del paper CRAG?,Il paper CRAG non elenca i revisori. I nomi dei revisori non sono parte del contenuto del documento accademico.,Non presente nel documento,1,False
Q050,negative,out_of_domain,10_tree_of_thoughts_yao_2023_negative_control.pdf,Tree of Thoughts valuta la qualita' del retrieval su documenti esterni durante la generazione?,"No. Tree of Thoughts non valuta la qualita' del retrieval. ToT si concentra sull'esplorazione di percorsi di ragionamento multipli (pensieri intermedi) organizzati in albero, senza coinvolgere documenti esterni o meccanismi di retrieval.","ToT non coinvolge documenti esterni;ToT esplora percorsi di ragionamento, non retrieval;Task: Game of 24, crossword, creative writing",2,False
